filename,fl,fr,bl,br,trunk,az,el,dist,overlap,l1 angle error
sedan4door_-20_23_-8_10_20_230_30_420.png,-20,23,-8,10,20,230,30,420,0.6796625023344124,9.0
hatchback_0_45_-8_35_20_20_30_420.png,0,45,-8,35,20,20,30,420,0.6283034955422189,0.0
hybrid_-40_23_-30_10_20_80_30_420.png,-40,23,-30,10,20,80,30,420,0.3494283098125973,20.0
sedan2door_0_23_-8_35_15_20_60_420.png,0,23,-8,35,15,20,60,420,0.803374259702621,0.0
sedan2door_0_15_-8_35_15_140_60_420.png,0,15,-8,35,15,140,60,420,0.6053226563344777,1.0
sedan2door_0_23_-8_10_20_80_30_420.png,0,23,-8,10,20,80,30,420,0.6060899303805444,0.0
hybrid_-20_45_-30_10_20_140_60_420.png,-20,45,-30,10,20,140,60,420,0.4973626402807079,10.0
sedan2door_0_23_-30_10_20_80_60_420.png,0,23,-30,10,20,80,60,420,0.6190757411429102,0.0
hatchback_0_15_-8_35_15_140_60_420.png,0,15,-8,35,15,140,60,420,0.7545652340396036,0.0
sedan2door_0_45_-8_10_15_20_60_420.png,0,45,-8,10,15,20,60,420,0.7985932986730382,0.0
sedan4door_-40_45_-8_10_20_230_60_420.png,-40,45,-8,10,20,230,60,420,0.5397746103102088,20.0
sedan4door_0_45_-30_35_20_140_60_420.png,0,45,-30,35,20,140,60,420,0.5446392184081357,0.0
sedan4door_-40_45_-8_35_15_230_60_420.png,-40,45,-8,35,15,230,60,420,0.5547350276003479,20.0
hatchback_-40_15_-30_35_20_140_30_420.png,-40,15,-30,35,20,140,30,420,0.23518631948227456,19.0
sedan2door_-40_15_-30_10_15_230_30_420.png,-40,15,-30,10,15,230,30,420,None,3.0
sedan4door_-20_15_-30_35_20_140_60_420.png,-20,15,-30,35,20,140,60,420,0.5401867062019903,9.0
hybrid_-40_45_-8_35_20_140_60_420.png,-40,45,-8,35,20,140,60,420,0.5291689399919515,3.0
hybrid_0_15_-8_35_20_230_30_420.png,0,15,-8,35,20,230,30,420,0.860915009469697,3.0
sedan4door_-40_15_-8_35_20_230_30_420.png,-40,15,-8,35,20,230,30,420,0.2516579036084736,13.0
hybrid_-20_23_-30_10_20_140_30_420.png,-20,23,-30,10,20,140,30,420,0.5203378228770094,10.0
sedan4door_-20_15_-30_10_20_140_60_420.png,-20,15,-30,10,20,140,60,420,0.5330970319670292,8.0
hatchback_0_23_-8_10_15_80_30_420.png,0,23,-8,10,15,80,30,420,0.5596336431567169,0.0
sedan4door_-40_15_-30_10_20_230_60_420.png,-40,15,-30,10,20,230,60,420,0.5625733852171586,20.0
hybrid_0_15_-8_10_15_20_60_420.png,0,15,-8,10,15,20,60,420,0.5276429406578241,0.0
suv_-40_15_-8_35_20_140_60_420.png,-40,15,-8,35,20,140,60,420,0.5538226684593864,18.0
sedan4door_-40_45_-30_10_15_230_60_420.png,-40,45,-30,10,15,230,60,420,0.5637208864963572,20.0
sedan4door_-40_15_-30_35_15_230_30_420.png,-40,15,-30,35,15,230,30,420,0.18472457779166984,18.0
sedan2door_-40_15_-8_10_15_20_60_420.png,-40,15,-8,10,15,20,60,420,0.34071988024937405,10.0
sedan2door_-40_23_-30_10_20_80_30_420.png,-40,23,-30,10,20,80,30,420,0.3137712940853734,20.0
suv_-40_15_-30_35_20_230_60_420.png,-40,15,-30,35,20,230,60,420,0.45541966660625305,20.0
sedan4door_0_23_-30_10_15_140_30_420.png,0,23,-30,10,15,140,30,420,0.7800480405745968,11.0
sedan2door_-40_45_-8_10_15_140_60_420.png,-40,45,-8,10,15,140,60,420,0.4737042994949958,19.0
suv_-40_23_-8_10_15_20_30_420.png,-40,23,-8,10,15,20,30,420,0.548069068120021,10.0
sedan4door_-20_23_-8_35_20_140_60_420.png,-20,23,-8,35,20,140,60,420,0.5995587153332003,10.0
hybrid_-20_23_-8_10_15_230_30_420.png,-20,23,-8,10,15,230,30,420,0.4332059812715469,11.0
hybrid_0_15_-30_10_15_140_60_420.png,0,15,-30,10,15,140,60,420,0.6117235537267547,0.0
hatchback_0_23_-8_10_15_20_30_420.png,0,23,-8,10,15,20,30,420,0.6645349603005967,0.0
sedan2door_-40_15_-30_35_15_230_60_420.png,-40,15,-30,35,15,230,60,420,0.3789641614714857,20.0
hatchback_-40_23_-8_10_20_20_30_420.png,-40,23,-8,10,20,20,30,420,0.4023234226670005,10.0
sedan4door_0_23_-8_10_20_230_60_420.png,0,23,-8,10,20,230,60,420,0.5413009954368486,0.0
hatchback_0_45_-8_10_15_230_60_420.png,0,45,-8,10,15,230,60,420,0.4940629666510716,1.0
sedan4door_0_15_-30_10_15_230_60_420.png,0,15,-30,10,15,230,60,420,0.6381475682622276,0.0
hatchback_-40_45_-8_35_15_230_60_420.png,-40,45,-8,35,15,230,60,420,0.44163135047403135,20.0
sedan2door_0_45_-30_10_20_80_30_420.png,0,45,-30,10,20,80,30,420,0.6070999022453062,0.0
suv_-20_15_-30_10_20_230_30_420.png,-20,15,-30,10,20,230,30,420,0.9128960396421172,20.0
suv_0_15_-8_35_20_20_60_420.png,0,15,-8,35,20,20,60,420,0.6983684651686377,0.0
sedan4door_-40_15_-8_10_15_20_60_420.png,-40,15,-8,10,15,20,60,420,0.2924920129796387,9.0
sedan2door_-20_45_-8_35_20_80_60_420.png,-20,45,-8,35,20,80,60,420,0.35188356119353376,10.0
sedan4door_0_23_-30_10_15_80_60_420.png,0,23,-30,10,15,80,60,420,0.55001912783892,0.0
hatchback_0_45_-8_35_20_80_30_420.png,0,45,-8,35,20,80,30,420,0.5511925533713292,0.0
hatchback_0_15_-8_10_15_20_60_420.png,0,15,-8,10,15,20,60,420,0.7028309167706848,0.0
suv_-40_15_-30_10_15_20_60_420.png,-40,15,-30,10,15,20,60,420,0.19807258028318314,8.0
suv_-20_23_-30_10_15_20_60_420.png,-20,23,-30,10,15,20,60,420,0.1972878978809076,11.0
hybrid_0_15_-8_35_15_230_30_420.png,0,15,-8,35,15,230,30,420,0.8280723863612107,4.0
hybrid_-40_45_-8_10_15_140_30_420.png,-40,45,-8,10,15,140,30,420,0.37123421365900555,8.0
hybrid_-40_23_-8_10_15_20_60_420.png,-40,23,-8,10,15,20,60,420,0.28322308873611324,10.0
sedan2door_-20_45_-30_10_20_20_30_420.png,-20,45,-30,10,20,20,30,420,0.282306800212731,15.0
hatchback_0_23_-30_35_20_230_30_420.png,0,23,-30,35,20,230,30,420,0.8591272584808259,5.0
sedan4door_-20_23_-8_35_20_80_30_420.png,-20,23,-8,35,20,80,30,420,0.8439527768644592,2.0
hybrid_-40_23_-30_10_20_230_30_420.png,-40,23,-30,10,20,230,30,420,0.5197937635624119,18.0
hatchback_-40_23_-30_10_20_230_30_420.png,-40,23,-30,10,20,230,30,420,0.38454283507604564,6.0
hatchback_-40_15_-8_10_20_140_30_420.png,-40,15,-8,10,20,140,30,420,0.15008315758700344,20.0
hatchback_0_45_-30_35_15_140_60_420.png,0,45,-30,35,15,140,60,420,0.794300623054701,0.0
hybrid_-40_45_-30_35_15_140_30_420.png,-40,45,-30,35,15,140,30,420,0.35980960934661155,3.0
hybrid_0_45_-8_35_15_230_30_420.png,0,45,-8,35,15,230,30,420,0.9269956161415642,2.0
sedan2door_-20_45_-30_10_15_20_30_420.png,-20,45,-30,10,15,20,30,420,0.29689615671712455,16.0
suv_-40_45_-30_35_20_80_30_420.png,-40,45,-30,35,20,80,30,420,0.3599041251047964,19.0
hybrid_0_23_-8_35_15_20_60_420.png,0,23,-8,35,15,20,60,420,0.5577352989271065,0.0
hatchback_-40_45_-30_10_20_20_60_420.png,-40,45,-30,10,20,20,60,420,0.23935402164495698,9.0
sedan4door_-40_23_-8_10_15_140_60_420.png,-40,23,-8,10,15,140,60,420,0.45736702736371904,19.0
hatchback_-20_23_-30_10_20_140_60_420.png,-20,23,-30,10,20,140,60,420,0.8203914595988688,9.0
hatchback_-40_45_-30_35_15_20_30_420.png,-40,45,-30,35,15,20,30,420,0.4035296811948412,10.0
sedan4door_-20_45_-8_35_20_140_60_420.png,-20,45,-8,35,20,140,60,420,0.5904143532085495,10.0
sedan2door_-40_45_-8_10_15_20_60_420.png,-40,45,-8,10,15,20,60,420,0.3355896728749356,10.0
hatchback_-40_23_-8_10_15_140_30_420.png,-40,23,-8,10,15,140,30,420,0.20896321832833975,20.0
sedan4door_-20_15_-8_35_15_230_30_420.png,-20,15,-8,35,15,230,30,420,0.5464217154677921,9.0
sedan4door_-20_15_-8_35_20_20_30_420.png,-20,15,-8,35,20,20,30,420,0.4990772037290121,14.0
sedan4door_-20_15_-8_10_15_20_60_420.png,-20,15,-8,10,15,20,60,420,0.6147091065499143,5.0
hybrid_-40_23_-8_10_20_140_30_420.png,-40,23,-8,10,20,140,30,420,0.4004446221876514,5.0
sedan2door_-20_23_-30_10_20_140_60_420.png,-20,23,-30,10,20,140,60,420,0.42774534300253475,10.0
suv_-20_45_-30_35_15_140_30_420.png,-20,45,-30,35,15,140,30,420,0.5458793734951066,2.0
sedan2door_0_23_-30_35_15_140_60_420.png,0,23,-30,35,15,140,60,420,0.6467365938074449,1.0
hatchback_-20_15_-30_35_20_140_30_420.png,-20,15,-30,35,20,140,30,420,0.5115700746193911,9.0
sedan4door_-20_45_-8_10_15_20_30_420.png,-20,45,-8,10,15,20,30,420,0.3684546834035254,27.0
suv_0_23_-8_35_20_20_60_420.png,0,23,-8,35,20,20,60,420,0.750702656967245,0.0
sedan4door_-40_15_-30_35_20_230_30_420.png,-40,15,-30,35,20,230,30,420,0.14987704372319124,19.0
hybrid_-40_45_-8_35_15_140_60_420.png,-40,45,-8,35,15,140,60,420,0.5661034019587358,2.0
sedan2door_0_23_-8_35_20_20_60_420.png,0,23,-8,35,20,20,60,420,0.8483351335927807,0.0
hybrid_-20_23_-8_35_20_80_60_420.png,-20,23,-8,35,20,80,60,420,0.8029568255154192,10.0
sedan2door_-20_23_-30_10_20_80_60_420.png,-20,23,-30,10,20,80,60,420,0.3359185328341692,10.0
sedan4door_-40_23_-30_35_15_80_30_420.png,-40,23,-30,35,15,80,30,420,0.27467602722254614,19.0
sedan4door_0_23_-8_35_20_80_30_420.png,0,23,-8,35,20,80,30,420,0.7447077975173916,0.0
hatchback_-20_45_-30_10_20_80_60_420.png,-20,45,-30,10,20,80,60,420,0.6523064262759017,10.0
suv_-20_45_-30_35_20_20_30_420.png,-20,45,-30,35,20,20,30,420,0.5043312587438392,9.0
sedan2door_0_15_-8_35_20_230_60_420.png,0,15,-8,35,20,230,60,420,0.20234956412479796,13.0
sedan4door_-20_15_-30_35_15_80_30_420.png,-20,15,-30,35,15,80,30,420,0.6739685729102197,1.0
sedan4door_-20_15_-8_10_20_230_60_420.png,-20,15,-8,10,20,230,60,420,0.4958940294728077,10.0
suv_-20_15_-8_10_20_230_30_420.png,-20,15,-8,10,20,230,30,420,0.9253354573118094,20.0
suv_0_15_-8_10_15_20_30_420.png,0,15,-8,10,15,20,30,420,0.7045346180838375,0.0
sedan2door_-20_45_-8_35_15_20_30_420.png,-20,45,-8,35,15,20,30,420,0.30654218955156043,18.0
hatchback_-40_23_-8_35_20_140_30_420.png,-40,23,-8,35,20,140,30,420,0.21525902641007374,20.0
suv_-40_15_-30_35_15_20_60_420.png,-40,15,-30,35,15,20,60,420,0.21015517782568274,9.0
sedan4door_-40_15_-30_10_20_80_30_420.png,-40,15,-30,10,20,80,30,420,0.3113595053139576,19.0
sedan2door_-40_23_-8_10_20_230_30_420.png,-40,23,-8,10,20,230,30,420,None,8.0
suv_-20_45_-30_10_20_230_60_420.png,-20,45,-30,10,20,230,60,420,0.42317962291132977,14.0
sedan2door_-40_23_-30_10_20_140_30_420.png,-40,23,-30,10,20,140,30,420,0.18869492024250445,18.0
hybrid_-20_23_-30_10_15_20_60_420.png,-20,23,-30,10,15,20,60,420,0.4374781148842131,19.0
sedan4door_0_45_-30_35_20_230_30_420.png,0,45,-30,35,20,230,30,420,0.8400483299535821,38.0
hybrid_0_45_-8_10_20_140_30_420.png,0,45,-8,10,20,140,30,420,None,1.0
hybrid_-20_23_-8_10_20_140_60_420.png,-20,23,-8,10,20,140,60,420,0.4214169644884699,9.0
sedan2door_-20_15_-30_10_20_20_30_420.png,-20,15,-30,10,20,20,30,420,0.421183091512221,15.0
suv_-40_15_-8_35_15_230_30_420.png,-40,15,-8,35,15,230,30,420,0.7164994594908868,39.0
hatchback_0_45_-30_10_15_20_60_420.png,0,45,-30,10,15,20,60,420,0.7055187158226344,0.0
hatchback_0_15_-8_35_20_80_30_420.png,0,15,-8,35,20,80,30,420,0.5708600240291731,0.0
hatchback_0_15_-30_10_20_140_60_420.png,0,15,-30,10,20,140,60,420,0.7776108792528262,0.0
hybrid_-20_45_-30_10_20_20_60_420.png,-20,45,-30,10,20,20,60,420,0.5556621545668289,19.0
hatchback_-40_23_-8_10_15_230_30_420.png,-40,23,-8,10,15,230,30,420,0.3992300920324922,9.0
hatchback_0_45_-30_10_15_80_60_420.png,0,45,-30,10,15,80,60,420,0.49232379772561197,0.0
hatchback_0_23_-8_35_15_140_60_420.png,0,23,-8,35,15,140,60,420,0.7923443537135089,0.0
hybrid_0_15_-8_10_20_140_60_420.png,0,15,-8,10,20,140,60,420,0.5392486444117427,0.0
hatchback_-20_23_-8_10_20_230_30_420.png,-20,23,-8,10,20,230,30,420,0.7365957310838446,3.0
hatchback_-40_45_-30_35_20_140_60_420.png,-40,45,-30,35,20,140,60,420,0.4902596061191065,9.0
sedan4door_-20_15_-30_35_15_230_30_420.png,-20,15,-30,35,15,230,30,420,0.6679469837861902,14.0
hybrid_-20_15_-30_10_20_80_60_420.png,-20,15,-30,10,20,80,60,420,0.7306227125563063,10.0
sedan4door_-40_45_-30_10_20_20_60_420.png,-40,45,-30,10,20,20,60,420,0.2588926265564878,9.0
sedan4door_0_23_-30_10_15_230_60_420.png,0,23,-30,10,15,230,60,420,0.5823111269836571,0.0
hybrid_-20_45_-8_10_20_80_30_420.png,-20,45,-8,10,20,80,30,420,0.2206569119544665,10.0
hybrid_-20_45_-30_10_20_80_30_420.png,-20,45,-30,10,20,80,30,420,0.21914504002602037,10.0
hatchback_-40_15_-8_10_15_20_30_420.png,-40,15,-8,10,15,20,30,420,0.44764288555819254,9.0
sedan2door_-20_23_-30_35_20_230_60_420.png,-20,23,-30,35,20,230,60,420,0.2905970596797785,15.0
sedan2door_-40_15_-30_10_20_20_30_420.png,-40,15,-30,10,20,20,30,420,0.3597505908288746,10.0
sedan4door_0_15_-30_10_15_20_30_420.png,0,15,-30,10,15,20,30,420,0.7657214114284576,3.0
hatchback_-20_45_-8_35_15_20_30_420.png,-20,45,-8,35,15,20,30,420,0.4244457552892081,9.0
sedan2door_-40_45_-30_10_20_20_60_420.png,-40,45,-30,10,20,20,60,420,0.3518648395500405,10.0
suv_0_23_-30_10_15_230_30_420.png,0,23,-30,10,15,230,30,420,0.9181762791658445,0.0
sedan4door_-20_15_-8_10_20_80_30_420.png,-20,15,-8,10,20,80,30,420,0.8497461964983367,13.0
sedan2door_-40_15_-8_35_20_140_30_420.png,-40,15,-8,35,20,140,30,420,0.1820391648519675,17.0
sedan2door_-40_23_-30_35_20_230_30_420.png,-40,23,-30,35,20,230,30,420,None,7.0
suv_0_45_-8_35_15_20_30_420.png,0,45,-8,35,15,20,30,420,0.8088924344928148,0.0
hybrid_0_15_-30_10_15_20_30_420.png,0,15,-30,10,15,20,30,420,0.6589742445156611,0.0
