name: sedan4door_-20_23_-8_35_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -19]
name: sedan4door_-40_15_-30_10_20_140_60_420.png, overlap_score: 0.03207698476343224, pred: [-40, -32]
name: sedan4door_-40_23_-30_10_20_140_60_420.png, overlap_score: 0.0016038492381716118, pred: [-40, -32]
name: hatchback_0_23_-8_10_20_20_30_420.png, overlap_score: 138.74018475750577, pred: [0, 0]
name: hatchback_0_15_-8_10_20_80_60_420.png, overlap_score: 238.3444165621079, pred: [0, -1]
name: hybrid_-40_15_-8_35_20_20_60_420.png, overlap_score: 1.08558888076079, pred: [-40, -18]
name: sedan4door_-40_15_-30_10_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: sedan2door_-40_23_-30_10_15_20_30_420.png, overlap_score: 67.17472471839008, pred: [-40, -24]
name: hatchback_0_23_-8_35_15_20_60_420.png, overlap_score: 225.644232379039, pred: [0, -2]
name: suv_0_45_-8_35_20_20_30_420.png, overlap_score: 211.57595367847412, pred: [0, -2]
name: suv_-20_15_-8_10_20_20_30_420.png, overlap_score: 124.66913795609827, pred: [-20, -22]
name: sedan2door_-40_15_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: sedan4door_-20_23_-8_10_15_230_60_420.png, overlap_score: 0.0, pred: [-20, -20]
name: hatchback_-20_45_-30_10_20_20_30_420.png, overlap_score: 71.85256934970441, pred: [-20, -21]
name: sedan4door_0_15_-30_35_20_80_30_420.png, overlap_score: 243.45444319460069, pred: [0, -4]
name: sedan4door_-40_23_-8_35_20_20_30_420.png, overlap_score: 63.112413741930695, pred: [-40, -33]
name: hybrid_-40_45_-8_10_20_80_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: suv_-40_23_-8_10_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -30]
name: suv_0_23_-30_35_20_20_60_420.png, overlap_score: 250.3973861283644, pred: [0, -1]
name: hatchback_-40_15_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -33]
name: sedan2door_0_15_-30_35_15_230_60_420.png, overlap_score: 255.0, pred: [0, -2]
name: hybrid_-20_45_-8_35_20_230_60_420.png, overlap_score: 46.56172140430351, pred: [-20, -20]
name: hatchback_0_23_-30_10_15_80_30_420.png, overlap_score: 131.2663551401869, pred: [0, -5]
name: sedan2door_-20_15_-30_35_15_230_30_420.png, overlap_score: None, pred: [-20, -23]
name: sedan2door_0_45_-30_35_15_230_30_420.png, overlap_score: None, pred: [0, -26]
name: hybrid_0_15_-30_10_20_80_30_420.png, overlap_score: 218.7245017584994, pred: [0, 0]
name: hybrid_-20_23_-8_10_20_20_30_420.png, overlap_score: 230.79369113469875, pred: [-20, -19]
name: sedan2door_-20_45_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -35]
name: suv_-40_15_-8_10_20_20_30_420.png, overlap_score: 6.086180071703985, pred: [-40, -31]
name: sedan4door_-40_45_-30_35_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -38]
name: sedan2door_0_45_-8_35_15_20_30_420.png, overlap_score: 133.25995807127882, pred: [0, 0]
name: hatchback_-20_45_-30_35_20_20_60_420.png, overlap_score: 24.00065316786414, pred: [-20, -21]
name: hatchback_-40_23_-8_35_15_20_30_420.png, overlap_score: 79.8784050872218, pred: [-40, -30]
name: sedan2door_0_23_-30_35_20_80_30_420.png, overlap_score: 254.98882681564245, pred: [0, -1]
name: sedan4door_-20_45_-30_10_15_80_30_420.png, overlap_score: 240.03215658860537, pred: [-20, -15]
name: suv_-20_45_-30_35_20_80_30_420.png, overlap_score: 202.17571474461934, pred: [-20, -29]
name: hatchback_-20_45_-8_10_15_80_30_420.png, overlap_score: 61.067129629629626, pred: [-20, -18]
name: hatchback_0_45_-30_10_15_80_30_420.png, overlap_score: 245.96495327102804, pred: [0, -5]
name: suv_-20_23_-30_10_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -16]
name: sedan4door_-40_15_-8_10_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -37]
name: sedan4door_-40_45_-30_35_20_20_30_420.png, overlap_score: 63.633375380277506, pred: [-40, -37]
name: suv_0_15_-30_35_20_80_60_420.png, overlap_score: 243.9151712887439, pred: [0, -4]
name: sedan2door_-40_15_-8_35_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: suv_-40_23_-30_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hatchback_-20_15_-8_10_20_80_30_420.png, overlap_score: 22.14429012345679, pred: [-20, -21]
name: hybrid_-20_45_-8_10_15_230_30_420.png, overlap_score: 80.65957446808511, pred: [-20, -31]
name: hybrid_-20_23_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -24]
name: sedan4door_-40_23_-8_35_15_20_30_420.png, overlap_score: 55.406247681234696, pred: [-40, -34]
name: sedan2door_0_23_-30_10_15_20_60_420.png, overlap_score: 247.58732899455438, pred: [0, -3]
name: sedan2door_0_15_-30_35_15_80_60_420.png, overlap_score: 237.93018583626318, pred: [0, 0]
name: sedan2door_0_15_-30_35_15_230_30_420.png, overlap_score: None, pred: [0, -25]
name: suv_0_23_-30_35_20_20_30_420.png, overlap_score: 187.0074931880109, pred: [0, -6]
name: hatchback_-20_23_-8_35_20_20_30_420.png, overlap_score: 99.4368349249659, pred: [-20, -20]
name: sedan2door_-40_23_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: sedan2door_0_45_-30_35_20_230_30_420.png, overlap_score: None, pred: [0, -23]
name: sedan2door_-20_15_-30_10_15_230_30_420.png, overlap_score: None, pred: [-20, -25]
name: sedan4door_-40_23_-8_10_15_20_60_420.png, overlap_score: 0.0, pred: [-40, -30]
name: hybrid_-40_23_-8_35_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: sedan2door_-20_23_-30_10_15_140_30_420.png, overlap_score: 10.689655172413794, pred: [-20, -33]
name: sedan2door_-20_15_-8_10_15_80_30_420.png, overlap_score: 8.179031696273075, pred: [-20, -19]
name: suv_-40_45_-30_35_20_230_30_420.png, overlap_score: 21.893939393939394, pred: [-40, -15]
name: sedan4door_-20_23_-30_10_15_230_60_420.png, overlap_score: 0.0, pred: [-20, -23]
name: hatchback_-40_23_-8_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -30]
name: sedan4door_0_15_-30_35_20_20_30_420.png, overlap_score: 120.04746348962337, pred: [0, -6]
name: sedan2door_0_15_-8_10_15_230_30_420.png, overlap_score: None, pred: [0, -24]
name: hatchback_-20_23_-8_35_15_20_30_420.png, overlap_score: 105.1725329695316, pred: [-20, -20]
name: hatchback_0_45_-8_35_15_20_30_420.png, overlap_score: 135.9708167121562, pred: [0, -1]
name: hatchback_-20_23_-30_35_15_80_30_420.png, overlap_score: 0.5509259259259259, pred: [-20, -25]
name: sedan4door_-20_23_-8_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -16]
name: hatchback_-20_45_-30_35_15_20_30_420.png, overlap_score: 59.63383356070941, pred: [-20, -24]
name: hybrid_-20_23_-8_35_20_20_60_420.png, overlap_score: 61.05136533140864, pred: [-20, -9]
name: suv_-20_45_-30_10_15_80_60_420.png, overlap_score: 0.0, pred: [-20, -18]
name: sedan2door_0_45_-8_10_15_20_30_420.png, overlap_score: 132.9125611460517, pred: [0, -1]
name: sedan2door_-40_15_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -35]
name: hatchback_-40_45_-8_35_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: sedan2door_-40_45_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -36]
name: hatchback_-40_23_-8_10_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -36]
name: sedan4door_0_23_-8_35_20_140_60_420.png, overlap_score: 199.87261146496814, pred: [0, 0]
name: suv_-40_15_-30_35_20_230_30_420.png, overlap_score: 248.92424242424244, pred: [-40, -15]
name: suv_-40_45_-8_35_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: hybrid_-20_15_-30_35_15_140_60_420.png, overlap_score: 0.0, pred: [-20, -6]
name: sedan4door_-20_23_-8_35_20_20_60_420.png, overlap_score: 21.595422031473532, pred: [-20, -18]
name: sedan2door_-20_45_-30_35_20_80_60_420.png, overlap_score: 188.25118163403107, pred: [-20, -19]
name: hybrid_0_15_-8_10_20_230_60_420.png, overlap_score: 246.88235294117646, pred: [0, -3]
name: sedan4door_-20_23_-30_35_15_20_60_420.png, overlap_score: 30.269241773962804, pred: [-20, -18]
name: sedan4door_-20_23_-8_10_20_230_30_420.png, overlap_score: 0.24875621890547264, pred: [-20, -32]
name: hatchback_0_45_-8_35_20_20_30_420.png, overlap_score: 119.87339911820281, pred: [0, -1]
name: hybrid_-40_23_-30_10_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: sedan2door_0_23_-8_35_15_20_60_420.png, overlap_score: 248.02523575508036, pred: [0, -3]
name: sedan2door_0_15_-8_35_15_140_60_420.png, overlap_score: 224.60294117647058, pred: [0, 0]
name: sedan2door_0_23_-8_10_20_80_30_420.png, overlap_score: 254.9899441340782, pred: [0, -1]
name: hybrid_-20_45_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -7]
name: sedan2door_0_23_-30_10_20_80_60_420.png, overlap_score: 212.00652938221998, pred: [0, 0]
name: hatchback_0_15_-8_35_15_140_60_420.png, overlap_score: 192.29239766081872, pred: [0, 1]
name: sedan2door_0_45_-8_10_15_20_60_420.png, overlap_score: 253.2263248771417, pred: [0, -4]
name: sedan4door_-40_45_-8_10_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -36]
name: sedan4door_0_45_-30_35_20_140_60_420.png, overlap_score: 153.42675159235668, pred: [0, -3]
name: sedan4door_-40_45_-8_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -37]
name: hatchback_-40_15_-30_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -31]
name: sedan2door_-40_15_-30_10_15_230_30_420.png, overlap_score: None, pred: [-40, -30]
name: sedan4door_-20_15_-30_35_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -9]
name: hybrid_-40_45_-8_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hybrid_0_15_-8_35_20_230_30_420.png, overlap_score: 255.0, pred: [0, -19]
name: sedan4door_-40_15_-8_35_20_230_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: hybrid_-20_23_-30_10_20_140_30_420.png, overlap_score: 0.0, pred: [-20, -23]
name: sedan4door_-20_15_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -10]
name: hatchback_0_23_-8_10_15_80_30_420.png, overlap_score: 252.8644859813084, pred: [0, 0]
name: sedan4door_-40_15_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -36]
name: hybrid_0_15_-8_10_15_20_60_420.png, overlap_score: 254.99455971659918, pred: [0, -3]
name: suv_-40_15_-8_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -30]
name: sedan4door_-40_45_-30_10_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -37]
name: sedan4door_-40_15_-30_35_15_230_30_420.png, overlap_score: 0.0, pred: [-40, -42]
name: sedan2door_-40_15_-8_10_15_20_60_420.png, overlap_score: 0.3814720504425852, pred: [-40, -25]
name: sedan2door_-40_23_-30_10_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -37]
name: suv_-40_15_-30_35_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: sedan4door_0_23_-30_10_15_140_30_420.png, overlap_score: 3.5428571428571427, pred: [0, -8]
name: sedan2door_-40_45_-8_10_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: suv_-40_23_-8_10_15_20_30_420.png, overlap_score: 63.60786038016641, pred: [-40, -32]
name: sedan4door_-20_23_-8_35_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -15]
name: hybrid_-20_23_-8_10_15_230_30_420.png, overlap_score: 27.96808510638298, pred: [-20, -34]
name: hybrid_0_15_-30_10_15_140_60_420.png, overlap_score: 171.20689655172413, pred: [0, 1]
name: hatchback_0_23_-8_10_15_20_30_420.png, overlap_score: 140.29099307159353, pred: [0, -1]
name: sedan2door_-40_15_-30_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: hatchback_-40_23_-8_10_20_20_30_420.png, overlap_score: 14.730944401478045, pred: [-40, -26]
name: sedan4door_0_23_-8_10_20_230_60_420.png, overlap_score: 0.87248322147651, pred: [0, -1]
name: hatchback_0_45_-8_10_15_230_60_420.png, overlap_score: 0.0, pred: [0, 1]
name: sedan4door_0_15_-30_10_15_230_60_420.png, overlap_score: 0.0, pred: [0, 0]
name: hatchback_-40_45_-8_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -35]
name: sedan2door_0_45_-30_10_20_80_30_420.png, overlap_score: 204.58547486033518, pred: [0, -3]
name: suv_-20_15_-30_10_20_230_30_420.png, overlap_score: 245.88023952095807, pred: [-20, -10]
name: suv_0_15_-8_35_20_20_60_420.png, overlap_score: 211.23606260509638, pred: [0, -2]
name: sedan4door_-40_15_-8_10_15_20_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: sedan2door_-20_45_-8_35_20_80_60_420.png, overlap_score: 189.7559081701553, pred: [-20, -19]
name: sedan4door_0_23_-30_10_15_80_60_420.png, overlap_score: 251.72345390898482, pred: [0, 0]
name: hatchback_0_45_-8_35_20_80_30_420.png, overlap_score: 247.34696261682242, pred: [0, -1]
name: hatchback_0_15_-8_10_15_20_60_420.png, overlap_score: 248.9984932194877, pred: [0, -1]
name: suv_-40_15_-30_10_15_20_60_420.png, overlap_score: 0.0, pred: [-40, -22]
name: suv_-20_23_-30_10_15_20_60_420.png, overlap_score: 120.20165849981153, pred: [-20, -17]
name: hybrid_0_15_-8_35_15_230_30_420.png, overlap_score: 255.0, pred: [0, -23]
name: hybrid_-40_45_-8_10_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -33]
name: hybrid_-40_23_-8_10_15_20_60_420.png, overlap_score: 0.2221409412338454, pred: [-40, -18]
name: sedan2door_-20_45_-30_10_20_20_30_420.png, overlap_score: 130.38503518598304, pred: [-20, -25]
name: hatchback_0_23_-30_35_20_230_30_420.png, overlap_score: 221.47027027027028, pred: [0, -21]
name: sedan4door_-20_23_-8_35_20_80_30_420.png, overlap_score: 114.2139112198532, pred: [-20, -16]
name: hybrid_-40_23_-30_10_20_230_30_420.png, overlap_score: 10.126315789473685, pred: [-40, -40]
name: hatchback_-40_23_-30_10_20_230_30_420.png, overlap_score: 112.89622641509433, pred: [-40, -36]
name: hatchback_-40_15_-8_10_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -34]
name: hatchback_0_45_-30_35_15_140_60_420.png, overlap_score: 249.01169590643275, pred: [0, -1]
name: hybrid_-40_45_-30_35_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -31]
name: hybrid_0_45_-8_35_15_230_30_420.png, overlap_score: 253.34375, pred: [0, -16]
name: sedan2door_-20_45_-30_10_15_20_30_420.png, overlap_score: 115.21212121212122, pred: [-20, -25]
name: suv_-40_45_-30_35_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: hybrid_0_23_-8_35_15_20_60_420.png, overlap_score: 254.86601720647772, pred: [0, -3]
name: hatchback_-40_45_-30_10_20_20_60_420.png, overlap_score: 0.0, pred: [-40, -29]
name: sedan4door_-40_23_-8_10_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hatchback_-20_23_-30_10_20_140_60_420.png, overlap_score: 116.59535655058043, pred: [-20, -9]
name: hatchback_-40_45_-30_35_15_20_30_420.png, overlap_score: 98.11824353355676, pred: [-40, -31]
name: sedan4door_-20_45_-8_35_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -19]
name: sedan2door_-40_45_-8_10_15_20_60_420.png, overlap_score: 0.009700497150478962, pred: [-40, -26]
name: hatchback_-40_23_-8_10_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -34]
name: sedan4door_-20_15_-8_35_15_230_30_420.png, overlap_score: 0.0, pred: [-20, -33]
name: sedan4door_-20_15_-8_35_20_20_30_420.png, overlap_score: 48.04535514699927, pred: [-20, -33]
name: sedan4door_-20_15_-8_10_15_20_60_420.png, overlap_score: 0.0, pred: [-20, -19]
name: hybrid_-40_23_-8_10_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -32]
name: sedan2door_-20_23_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -7]
name: suv_-20_45_-30_35_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -17]
name: sedan2door_0_23_-30_35_15_140_60_420.png, overlap_score: 212.44117647058823, pred: [0, -1]
name: hatchback_-20_15_-30_35_20_140_30_420.png, overlap_score: 0.0, pred: [-20, -8]
name: sedan4door_-20_45_-8_10_15_20_30_420.png, overlap_score: 59.28419859075079, pred: [-20, -32]
name: suv_0_23_-8_35_20_20_60_420.png, overlap_score: 250.49049282110983, pred: [0, -1]
name: sedan4door_-40_15_-30_35_20_230_30_420.png, overlap_score: 0.0, pred: [-40, -41]
name: hybrid_-40_45_-8_35_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: sedan2door_0_23_-8_35_20_20_60_420.png, overlap_score: 249.96759197768628, pred: [0, -2]
name: hybrid_-20_23_-8_35_20_80_60_420.png, overlap_score: 4.471544715447155, pred: [-20, -20]
name: sedan2door_-20_23_-30_10_20_80_60_420.png, overlap_score: 91.88318703578663, pred: [-20, -19]
name: sedan4door_-40_23_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: sedan4door_0_23_-8_35_20_80_30_420.png, overlap_score: 254.86164229471316, pred: [0, -2]
name: hatchback_-20_45_-30_10_20_80_60_420.png, overlap_score: 0.36866751809280546, pred: [-20, -20]
name: suv_-20_45_-30_35_20_20_30_420.png, overlap_score: 164.11157144933856, pred: [-20, -16]
name: sedan2door_0_15_-8_35_20_230_60_420.png, overlap_score: 255.0, pred: [0, -1]
name: sedan4door_-20_15_-30_35_15_80_30_420.png, overlap_score: 224.907025515554, pred: [-20, -18]
name: sedan4door_-20_15_-8_10_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -20]
name: suv_-20_15_-8_10_20_230_30_420.png, overlap_score: 237.31736526946108, pred: [-20, -10]
name: suv_0_15_-8_10_15_20_30_420.png, overlap_score: 212.4261750681199, pred: [0, -7]
name: sedan2door_-20_45_-8_35_15_20_30_420.png, overlap_score: 119.37462300732443, pred: [-20, -24]
name: hatchback_-40_23_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -33]
name: suv_-40_15_-30_35_15_20_60_420.png, overlap_score: 0.0, pred: [-40, -23]
name: sedan4door_-40_15_-30_10_20_80_30_420.png, overlap_score: 2.251624548736462, pred: [-40, -38]
name: sedan2door_-40_23_-8_10_20_230_30_420.png, overlap_score: None, pred: [-40, -28]
name: suv_-20_45_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -27]
name: sedan2door_-40_23_-30_10_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -34]
name: hybrid_-20_23_-30_10_15_20_60_420.png, overlap_score: 60.09948273788043, pred: [-20, -9]
name: sedan4door_0_45_-30_35_20_230_30_420.png, overlap_score: 0.0, pred: [0, -31]
name: hybrid_0_45_-8_10_20_140_30_420.png, overlap_score: None, pred: [0, -16]
name: hybrid_-20_23_-8_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -7]
name: sedan2door_-20_15_-30_10_20_20_30_420.png, overlap_score: 146.51199195748958, pred: [-20, -25]
name: suv_-40_15_-8_35_15_230_30_420.png, overlap_score: 240.03535353535352, pred: [-40, -13]
name: hatchback_0_45_-30_10_15_20_60_420.png, overlap_score: 239.18684078352587, pred: [0, -7]
name: hatchback_0_15_-8_35_20_80_30_420.png, overlap_score: 198.38668224299064, pred: [0, -2]
name: hatchback_0_15_-30_10_20_140_60_420.png, overlap_score: 238.96491228070175, pred: [0, 1]
name: hybrid_-20_45_-30_10_20_20_60_420.png, overlap_score: 62.689763021773125, pred: [-20, -8]
name: hatchback_-40_23_-8_10_15_230_30_420.png, overlap_score: 149.6509433962264, pred: [-40, -32]
name: hatchback_0_45_-30_10_15_80_60_420.png, overlap_score: 132.6806775407779, pred: [0, -5]
name: hatchback_0_23_-8_35_15_140_60_420.png, overlap_score: 175.89473684210526, pred: [0, 0]
name: hybrid_0_15_-8_10_20_140_60_420.png, overlap_score: 188.06896551724137, pred: [0, 1]
name: hatchback_-20_23_-8_10_20_230_30_420.png, overlap_score: 186.76190476190476, pred: [-20, -30]
name: hatchback_-40_45_-30_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: sedan4door_-20_15_-30_35_15_230_30_420.png, overlap_score: 0.0, pred: [-20, -38]
name: hybrid_-20_15_-30_10_20_80_60_420.png, overlap_score: 2.834688346883469, pred: [-20, -19]
name: sedan4door_-40_45_-30_10_20_20_60_420.png, overlap_score: 0.0005886681383370125, pred: [-40, -29]
name: sedan4door_0_23_-30_10_15_230_60_420.png, overlap_score: 0.0, pred: [0, 0]
name: hybrid_-20_45_-8_10_20_80_30_420.png, overlap_score: 14.105993690851735, pred: [-20, -25]
name: hybrid_-20_45_-30_10_20_80_30_420.png, overlap_score: 14.79621451104101, pred: [-20, -24]
name: hatchback_-40_15_-8_10_15_20_30_420.png, overlap_score: 70.35868350949558, pred: [-40, -30]
name: sedan2door_-20_23_-30_35_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -28]
name: sedan2door_-40_15_-30_10_20_20_30_420.png, overlap_score: 90.76952284520947, pred: [-40, -26]
name: sedan4door_0_15_-30_10_15_20_30_420.png, overlap_score: 65.71608378170637, pred: [0, -7]
name: hatchback_-20_45_-8_35_15_20_30_420.png, overlap_score: 59.98926784902228, pred: [-20, -22]
name: sedan2door_-40_45_-30_10_20_20_60_420.png, overlap_score: 1.9194858736510245, pred: [-40, -26]
name: suv_0_23_-30_10_15_230_30_420.png, overlap_score: 255.0, pred: [0, -12]
name: sedan4door_-20_15_-8_10_20_80_30_420.png, overlap_score: 251.29150646627053, pred: [-20, -10]
name: sedan2door_-40_15_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -35]
name: sedan2door_-40_23_-30_35_20_230_30_420.png, overlap_score: None, pred: [-40, -28]
name: suv_0_45_-8_35_15_20_30_420.png, overlap_score: 207.92557901907358, pred: [0, -3]
name: hybrid_0_15_-30_10_15_20_30_420.png, overlap_score: 236.18224175824176, pred: [0, 1]
name: hatchback_0_23_-8_10_15_140_30_420.png, overlap_score: 0.0, pred: [0, -1]
name: sedan4door_-40_15_-30_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: hatchback_0_23_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [0, 0]
name: hybrid_-40_45_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hatchback_-40_45_-30_10_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hatchback_0_45_-30_35_20_80_60_420.png, overlap_score: 163.77227101631118, pred: [0, -3]
name: hatchback_-20_45_-30_10_15_80_60_420.png, overlap_score: 0.011068539804171988, pred: [-20, -20]
name: sedan4door_-40_45_-8_10_15_20_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: hatchback_-20_15_-30_10_20_80_30_420.png, overlap_score: 0.010802469135802469, pred: [-20, -25]
name: suv_-40_23_-8_10_20_230_30_420.png, overlap_score: 248.1358695652174, pred: [-40, -16]
name: suv_-40_15_-30_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: suv_0_23_-8_35_15_230_60_420.png, overlap_score: 3.7721518987341773, pred: [0, -3]
name: sedan4door_0_45_-30_10_15_20_30_420.png, overlap_score: 124.0674481168332, pred: [0, -5]
name: hybrid_-20_45_-8_35_15_140_30_420.png, overlap_score: 0.010869565217391304, pred: [-20, -25]
name: suv_-20_45_-8_10_20_230_30_420.png, overlap_score: 255.0, pred: [-20, -11]
name: hatchback_0_15_-8_10_20_80_30_420.png, overlap_score: 232.52336448598132, pred: [0, -1]
name: hatchback_-40_23_-8_10_20_20_60_420.png, overlap_score: 49.238063101062934, pred: [-40, -27]
name: hybrid_-40_23_-30_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -31]
name: hybrid_-40_15_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -31]
name: sedan4door_-20_23_-8_10_15_80_30_420.png, overlap_score: 250.97273680531282, pred: [-20, -13]
name: suv_0_23_-30_10_20_80_30_420.png, overlap_score: 224.13459399332592, pred: [0, -15]
name: hybrid_0_15_-8_10_15_80_60_420.png, overlap_score: 158.40913705583756, pred: [0, 0]
name: suv_-40_45_-30_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -34]
