name: hatchback_-30_45_-36_10_15_20_30_420.png, overlap_score: 159.2081368954077, pred: [-30, -27]
name: sedan2door_-17_15_-22_10_20_230_30_420.png, overlap_score: None, pred: [-17, -18]
name: hatchback_-50_15_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-50, -42]
name: hatchback_-50_45_-4_35_15_230_60_420.png, overlap_score: 234.19328226281672, pred: [-50, -38]
name: hatchback_-17_15_-36_10_15_140_60_420.png, overlap_score: 86.36263736263736, pred: [-17, -2]
name: hatchback_-17_45_-4_10_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -6]
name: hatchback_-17_15_-22_35_20_140_60_420.png, overlap_score: 85.34432234432235, pred: [-17, -3]
name: hatchback_-30_15_-4_10_20_230_30_420.png, overlap_score: 26.76923076923077, pred: [-30, -35]
name: sedan2door_-50_45_-4_10_15_80_30_420.png, overlap_score: 17.288283378746595, pred: [-50, -27]
name: hybrid_-17_15_-36_35_20_20_60_420.png, overlap_score: 79.26067036411864, pred: [-17, -5]
name: hybrid_-30_45_-22_35_20_20_60_420.png, overlap_score: 0.0, pred: [-30, -20]
name: hatchback_-30_15_-4_10_15_80_30_420.png, overlap_score: 0.0, pred: [-30, -27]
name: hybrid_-17_45_-4_10_15_140_60_420.png, overlap_score: 41.41891891891892, pred: [-17, -4]
name: hybrid_-50_15_-22_10_20_20_30_420.png, overlap_score: 111.937658674189, pred: [-50, -22]
name: hatchback_-30_45_-22_35_20_20_30_420.png, overlap_score: 178.6756591583726, pred: [-30, -28]
name: suv_-30_45_-4_10_20_230_60_420.png, overlap_score: 123.74424342105263, pred: [-30, -31]
name: hatchback_-17_15_-22_35_20_80_30_420.png, overlap_score: 0.0, pred: [-17, -15]
name: sedan2door_-30_15_-4_35_20_80_30_420.png, overlap_score: 30.88065650644783, pred: [-30, -24]
name: sedan2door_-50_15_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: suv_-50_45_-36_10_20_230_60_420.png, overlap_score: 236.26815352697096, pred: [-50, -31]
name: hatchback_-50_15_-4_35_15_80_30_420.png, overlap_score: 2.7023680544807305, pred: [-50, -28]
name: suv_-17_15_-4_10_15_80_30_420.png, overlap_score: 0.0, pred: [-17, -10]
name: sedan2door_-30_15_-36_35_20_230_30_420.png, overlap_score: None, pred: [-30, -25]
name: sedan2door_-50_15_-22_35_15_140_30_420.png, overlap_score: 0.0, pred: [-50, -42]
name: hatchback_-30_45_-4_35_20_80_60_420.png, overlap_score: 5.128964059196617, pred: [-30, -30]
name: hybrid_-30_15_-36_35_15_20_30_420.png, overlap_score: 122.19318991309304, pred: [-30, -29]
name: hatchback_-50_15_-4_35_15_20_30_420.png, overlap_score: 237.4305191400105, pred: [-50, -30]
name: suv_-30_15_-4_35_15_20_30_420.png, overlap_score: 46.66366719734201, pred: [-30, -28]
name: sedan4door_-30_15_-4_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -37]
name: hybrid_-30_45_-4_10_15_80_60_420.png, overlap_score: 2.162841530054645, pred: [-30, -34]
name: suv_-50_15_-4_35_15_140_30_420.png, overlap_score: 93.2356495468278, pred: [-50, -43]
name: sedan4door_-30_15_-4_35_15_80_60_420.png, overlap_score: 200.1631746031746, pred: [-30, -30]
name: hybrid_-17_45_-4_35_20_20_60_420.png, overlap_score: 7.4217506631299734, pred: [-17, -6]
name: suv_-50_45_-36_10_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -32]
name: sedan2door_-17_45_-4_10_15_20_60_420.png, overlap_score: 0.5775851393188854, pred: [-17, -14]
name: sedan4door_-17_15_-4_35_20_140_60_420.png, overlap_score: 0.0, pred: [-17, -3]
name: sedan4door_-30_45_-4_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -38]
name: sedan2door_-17_15_-36_10_20_20_30_420.png, overlap_score: 4.113224237063246, pred: [-17, -8]
name: sedan4door_-50_45_-36_35_15_230_60_420.png, overlap_score: 243.09658617818485, pred: [-50, -35]
name: hybrid_-30_45_-4_35_20_80_60_420.png, overlap_score: 0.4311475409836066, pred: [-30, -35]
name: hybrid_-50_15_-4_10_15_80_30_420.png, overlap_score: 0.5395627277459657, pred: [-50, -36]
name: sedan2door_-17_15_-4_10_15_230_30_420.png, overlap_score: None, pred: [-17, -17]
name: hatchback_-30_45_-4_10_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -18]
name: sedan4door_-30_45_-4_10_15_80_30_420.png, overlap_score: 2.3266187050359712, pred: [-30, -25]
name: sedan4door_-50_45_-36_35_20_230_60_420.png, overlap_score: 239.64987510407994, pred: [-50, -36]
name: sedan2door_-50_15_-22_10_20_140_60_420.png, overlap_score: 19.52240802675585, pred: [-50, -34]
name: hatchback_-50_15_-36_10_20_80_60_420.png, overlap_score: 227.23823823823824, pred: [-50, -34]
name: sedan4door_-30_45_-4_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -38]
name: hatchback_-50_45_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -42]
name: sedan4door_-17_45_-4_10_15_230_30_420.png, overlap_score: 0.0, pred: [-17, -32]
name: hatchback_-17_15_-22_35_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -21]
name: sedan2door_-50_45_-22_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: sedan2door_-30_45_-36_10_15_80_30_420.png, overlap_score: 42.62415005861665, pred: [-30, -27]
name: hybrid_-50_45_-22_35_15_140_60_420.png, overlap_score: 0.19542619542619544, pred: [-50, -39]
name: sedan4door_-30_45_-22_35_20_230_60_420.png, overlap_score: 147.0882178804026, pred: [-30, -33]
name: hybrid_-50_45_-22_35_15_230_60_420.png, overlap_score: 249.7557328015952, pred: [-50, -33]
name: hybrid_-50_15_-4_35_15_80_30_420.png, overlap_score: 0.15642894325871942, pred: [-50, -35]
name: hatchback_-17_15_-36_10_20_20_30_420.png, overlap_score: 82.00869967607589, pred: [-17, -15]
name: sedan4door_-30_15_-22_10_15_20_30_420.png, overlap_score: 177.53927504023298, pred: [-30, -33]
name: sedan4door_-50_45_-4_10_15_140_60_420.png, overlap_score: 0.0, pred: [-50, -39]
name: hatchback_-50_45_-4_35_15_20_30_420.png, overlap_score: 198.1585387170075, pred: [-50, -28]
name: sedan2door_-50_45_-36_35_20_140_60_420.png, overlap_score: 129.45685618729098, pred: [-50, -35]
name: suv_-17_45_-22_35_15_20_60_420.png, overlap_score: 132.46565364812255, pred: [-17, -14]
name: suv_-50_45_-22_10_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -34]
name: sedan4door_-17_45_-36_35_20_80_60_420.png, overlap_score: 100.80568135034994, pred: [-17, -22]
name: suv_-30_15_-22_35_20_80_60_420.png, overlap_score: 134.8001138952164, pred: [-30, -24]
name: sedan4door_-30_15_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -36]
name: hatchback_-17_45_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -31]
name: sedan2door_-17_45_-4_35_20_140_60_420.png, overlap_score: 0.0, pred: [-17, -11]
name: hatchback_-50_45_-22_35_20_230_30_420.png, overlap_score: 59.96449704142012, pred: [-50, -37]
name: suv_-17_15_-36_10_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -8]
name: hatchback_-17_45_-4_10_15_80_30_420.png, overlap_score: 8.299205648720212, pred: [-17, -4]
name: sedan2door_-17_45_-36_35_20_20_30_420.png, overlap_score: 16.494618900191657, pred: [-17, -10]
name: sedan4door_-30_45_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -36]
name: hatchback_-17_15_-22_10_20_140_30_420.png, overlap_score: 45.23012552301255, pred: [-17, -4]
name: suv_-50_15_-22_35_15_140_60_420.png, overlap_score: 4.133627019089574, pred: [-50, -36]
name: hybrid_-17_45_-36_10_15_140_60_420.png, overlap_score: 49.78378378378378, pred: [-17, -4]
name: hybrid_-17_15_-4_35_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -12]
name: hybrid_-30_45_-36_35_15_230_60_420.png, overlap_score: 227.0800850460666, pred: [-30, -21]
name: sedan4door_-30_15_-36_10_15_80_30_420.png, overlap_score: 0.051798561151079135, pred: [-30, -23]
name: sedan2door_-50_45_-36_35_15_230_30_420.png, overlap_score: 182.0, pred: [-50, -32]
name: hatchback_-17_45_-36_10_20_80_60_420.png, overlap_score: 55.22296994167788, pred: [-17, -20]
name: hybrid_-30_45_-22_10_20_20_30_420.png, overlap_score: 113.75965237213278, pred: [-30, -30]
name: hybrid_-17_45_-22_10_20_140_60_420.png, overlap_score: 66.44594594594595, pred: [-17, -4]
name: sedan4door_-50_45_-4_10_20_230_30_420.png, overlap_score: 31.2992700729927, pred: [-50, -40]
name: sedan4door_-50_15_-36_10_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -32]
name: hatchback_-50_45_-4_10_15_230_30_420.png, overlap_score: 0.0, pred: [-50, -37]
name: hatchback_-50_15_-36_35_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -33]
name: sedan4door_-17_15_-4_35_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -4]
name: hybrid_-17_15_-36_35_15_20_30_420.png, overlap_score: 93.08639621778252, pred: [-17, -10]
name: suv_-30_15_-36_10_15_20_30_420.png, overlap_score: 110.2943863777947, pred: [-30, -30]
name: suv_-30_45_-36_10_15_230_60_420.png, overlap_score: 185.35726210350583, pred: [-30, -33]
name: sedan4door_-17_45_-36_35_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -17]
name: hybrid_-30_45_-4_35_15_230_60_420.png, overlap_score: 227.5669737774628, pred: [-30, -21]
name: sedan4door_-50_45_-22_10_20_20_30_420.png, overlap_score: 195.39995550281816, pred: [-50, -33]
name: hybrid_-50_15_-4_10_20_20_30_420.png, overlap_score: 132.87242595204512, pred: [-50, -20]
name: suv_-30_15_-22_10_20_140_60_420.png, overlap_score: 0.032843560933448576, pred: [-30, -34]
name: sedan4door_-30_45_-36_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -43]
name: sedan2door_-50_15_-22_10_15_20_30_420.png, overlap_score: 92.15880357693494, pred: [-50, -29]
name: sedan4door_-17_45_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -38]
name: sedan2door_-30_45_-22_35_20_80_30_420.png, overlap_score: 9.732708089097304, pred: [-30, -27]
name: sedan4door_-17_45_-36_35_20_140_60_420.png, overlap_score: 24.157829839704068, pred: [-17, -9]
name: hybrid_-17_45_-4_10_15_20_30_420.png, overlap_score: 106.90727466829343, pred: [-17, -11]
name: sedan2door_-30_15_-36_10_15_20_60_420.png, overlap_score: 247.03538964973941, pred: [-30, -25]
name: suv_-17_15_-4_10_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -17]
name: suv_-17_45_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -16]
name: hybrid_-50_15_-4_10_20_230_30_420.png, overlap_score: 18.78472222222222, pred: [-50, -40]
name: sedan4door_-30_15_-22_35_15_20_60_420.png, overlap_score: 235.90882945067588, pred: [-30, -24]
name: sedan2door_-30_15_-36_10_20_20_30_420.png, overlap_score: 60.49119295436349, pred: [-30, -30]
name: sedan4door_-30_15_-4_35_20_20_30_420.png, overlap_score: 169.2534293815618, pred: [-30, -33]
name: sedan2door_-50_45_-36_10_20_80_60_420.png, overlap_score: 201.77721121788585, pred: [-50, -27]
name: hatchback_-30_15_-4_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -30]
name: hybrid_-30_15_-4_35_20_80_60_420.png, overlap_score: 1.3404371584699453, pred: [-30, -33]
name: hybrid_-30_15_-22_10_15_80_60_420.png, overlap_score: 1.6005464480874316, pred: [-30, -33]
name: hatchback_-17_45_-22_35_20_80_60_420.png, overlap_score: 0.3292956482727681, pred: [-17, -17]
name: sedan4door_-17_15_-4_10_15_80_60_420.png, overlap_score: 116.08769040757514, pred: [-17, -22]
name: sedan2door_-17_15_-22_10_20_80_60_420.png, overlap_score: 237.9377855887522, pred: [-17, -14]
name: sedan4door_-17_15_-36_10_15_80_60_420.png, overlap_score: 118.73898723754631, pred: [-17, -23]
name: hatchback_-30_15_-36_10_15_230_60_420.png, overlap_score: 202.16370439663237, pred: [-30, -34]
name: suv_-17_15_-4_35_20_80_30_420.png, overlap_score: 0.0, pred: [-17, -11]
name: hybrid_-17_15_-4_10_15_20_60_420.png, overlap_score: 131.93730407523512, pred: [-17, -5]
name: sedan2door_-50_15_-22_10_20_80_60_420.png, overlap_score: 204.1096293390861, pred: [-50, -28]
name: hybrid_-30_45_-22_10_20_20_60_420.png, overlap_score: 0.0, pred: [-30, -19]
name: hybrid_-17_45_-22_10_15_80_60_420.png, overlap_score: 4.361740381157857, pred: [-17, -17]
name: sedan4door_-50_45_-22_35_15_20_60_420.png, overlap_score: 230.3593653727665, pred: [-50, -29]
name: sedan4door_-17_15_-22_10_20_20_60_420.png, overlap_score: 21.416199108042008, pred: [-17, -14]
name: sedan2door_-50_45_-4_10_15_140_60_420.png, overlap_score: 165.88628762541805, pred: [-50, -35]
name: suv_-30_15_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -36]
name: sedan4door_-50_15_-4_35_15_20_30_420.png, overlap_score: 193.6206615247701, pred: [-50, -38]
name: sedan4door_-50_45_-4_35_15_20_60_420.png, overlap_score: 238.04605668515094, pred: [-50, -28]
name: sedan2door_-17_15_-22_35_20_140_60_420.png, overlap_score: 0.0, pred: [-17, -9]
name: sedan2door_-17_45_-4_35_15_80_30_420.png, overlap_score: 16.364152473641525, pred: [-17, -7]
name: hatchback_-50_45_-4_35_20_80_60_420.png, overlap_score: 162.11861861861863, pred: [-50, -33]
name: sedan4door_-30_45_-22_10_15_140_60_420.png, overlap_score: 70.01344537815126, pred: [-30, -32]
name: hybrid_-50_45_-36_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: sedan4door_-17_15_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -39]
name: sedan2door_-17_15_-4_35_15_20_60_420.png, overlap_score: 34.259566563467494, pred: [-17, -14]
name: hybrid_-30_15_-4_35_15_230_30_420.png, overlap_score: 31.35483870967742, pred: [-30, -42]
name: suv_-50_15_-36_10_20_230_30_420.png, overlap_score: 142.10045662100455, pred: [-50, -12]
name: hybrid_-17_15_-4_35_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -3]
name: sedan2door_-17_15_-22_10_20_80_30_420.png, overlap_score: 3.7453365774533656, pred: [-17, -4]
name: hybrid_-30_15_-4_10_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -29]
name: hybrid_-50_15_-4_35_20_80_60_420.png, overlap_score: 54.40583941605839, pred: [-50, -31]
name: sedan2door_-17_45_-4_10_15_230_60_420.png, overlap_score: 57.752657004830915, pred: [-17, -18]
name: suv_-30_15_-36_35_15_20_30_420.png, overlap_score: 54.80618813594518, pred: [-30, -30]
name: suv_-30_45_-36_35_15_80_30_420.png, overlap_score: 0.026281208935611037, pred: [-30, -28]
name: sedan2door_-50_45_-4_10_15_230_60_420.png, overlap_score: 154.44021294021294, pred: [-50, -36]
name: sedan4door_-17_45_-22_10_20_80_60_420.png, overlap_score: 95.75668999588308, pred: [-17, -21]
name: suv_-30_45_-36_35_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -6]
name: sedan2door_-17_45_-4_35_15_80_60_420.png, overlap_score: 238.38875219683655, pred: [-17, -12]
name: sedan2door_-50_45_-36_10_15_230_60_420.png, overlap_score: 159.06101556101555, pred: [-50, -37]
name: suv_-30_45_-36_10_20_80_30_420.png, overlap_score: 0.09067017082785808, pred: [-30, -24]
name: sedan2door_-50_45_-36_10_15_140_60_420.png, overlap_score: 121.6561872909699, pred: [-50, -36]
name: sedan2door_-17_15_-22_35_20_80_30_420.png, overlap_score: 1.7112733171127332, pred: [-17, -4]
name: hybrid_-30_15_-4_10_15_230_60_420.png, overlap_score: 232.34585400425232, pred: [-30, -22]
name: hatchback_-17_15_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -33]
name: sedan4door_-30_45_-36_10_20_20_60_420.png, overlap_score: 158.0237273511648, pred: [-30, -23]
name: sedan2door_-50_15_-22_10_15_80_60_420.png, overlap_score: 199.88468327122965, pred: [-50, -27]
name: sedan4door_-30_45_-22_35_20_140_60_420.png, overlap_score: 98.53613445378151, pred: [-30, -32]
name: suv_-17_15_-36_10_20_80_30_420.png, overlap_score: 2.0223297357647936, pred: [-17, -9]
name: suv_-17_15_-36_35_20_20_60_420.png, overlap_score: 125.85307045083512, pred: [-17, -11]
name: sedan2door_-30_45_-22_35_15_230_30_420.png, overlap_score: None, pred: [-30, -27]
name: sedan2door_-30_45_-22_35_20_140_60_420.png, overlap_score: 110.55066771406128, pred: [-30, -33]
name: sedan4door_-17_15_-4_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -31]
name: hybrid_-30_15_-36_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -27]
name: hybrid_-30_15_-36_10_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -30]
name: hatchback_-50_15_-36_35_15_80_60_420.png, overlap_score: 209.28728728728728, pred: [-50, -35]
name: suv_-30_45_-36_10_20_20_60_420.png, overlap_score: 63.77208121827411, pred: [-30, -22]
name: suv_-50_45_-36_35_20_140_60_420.png, overlap_score: 0.37151248164464024, pred: [-50, -38]
name: sedan4door_-50_15_-4_10_20_80_30_420.png, overlap_score: 0.6590519703026841, pred: [-50, -29]
name: hatchback_-17_15_-22_35_20_80_60_420.png, overlap_score: 0.0, pred: [-17, -18]
name: hatchback_-17_45_-4_35_20_20_30_420.png, overlap_score: 35.06894956038871, pred: [-17, -13]
name: suv_-30_45_-36_10_15_140_60_420.png, overlap_score: 2.6361279170267933, pred: [-30, -34]
name: hybrid_-30_15_-22_10_15_20_60_420.png, overlap_score: 43.30840225338607, pred: [-30, -18]
name: hatchback_-50_15_-22_10_15_20_30_420.png, overlap_score: 243.85990211501485, pred: [-50, -30]
name: sedan2door_-30_15_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -33]
name: hatchback_-50_45_-36_35_20_80_30_420.png, overlap_score: 0.17118093174431204, pred: [-50, -34]
name: hatchback_-17_45_-36_35_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -20]
name: suv_-50_45_-36_35_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -33]
name: hybrid_-50_45_-36_10_15_80_60_420.png, overlap_score: 54.78978102189781, pred: [-50, -32]
name: sedan2door_-50_45_-4_10_15_20_60_420.png, overlap_score: 180.08104768964665, pred: [-50, -22]
name: sedan2door_-17_15_-4_35_15_20_30_420.png, overlap_score: 1.0430487984667551, pred: [-17, -9]
name: sedan4door_-50_15_-36_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -43]
name: sedan4door_-50_15_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -43]
name: hybrid_-30_15_-4_10_15_20_30_420.png, overlap_score: 131.95163128650805, pred: [-30, -29]
name: hybrid_-50_15_-22_35_15_80_30_420.png, overlap_score: 0.04737116085372202, pred: [-50, -35]
name: sedan4door_-17_45_-4_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -32]
name: sedan4door_-50_15_-22_10_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -31]
name: hatchback_-17_45_-36_35_15_230_30_420.png, overlap_score: 0.0, pred: [-17, -32]
name: sedan2door_-50_45_-22_10_15_20_30_420.png, overlap_score: 122.80450200431699, pred: [-50, -27]
name: hatchback_-17_15_-4_10_20_140_30_420.png, overlap_score: 44.65271966527197, pred: [-17, -3]
name: hybrid_-50_45_-4_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -39]
name: sedan2door_-30_45_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -31]
name: suv_-50_45_-4_10_20_20_30_420.png, overlap_score: 159.83971242725093, pred: [-50, -30]
name: suv_-50_15_-22_10_20_140_60_420.png, overlap_score: 3.292217327459618, pred: [-50, -37]
name: sedan2door_-30_45_-36_10_20_80_60_420.png, overlap_score: 122.83931133428982, pred: [-30, -29]
name: hatchback_-30_15_-22_10_20_140_30_420.png, overlap_score: 10.975265017667844, pred: [-30, -17]
name: hatchback_-17_45_-36_35_15_80_30_420.png, overlap_score: 12.007943512797882, pred: [-17, -17]
name: sedan4door_-30_45_-4_35_20_80_60_420.png, overlap_score: 221.34857142857143, pred: [-30, -30]
name: sedan2door_-17_15_-22_35_15_230_30_420.png, overlap_score: None, pred: [-17, -18]
name: sedan2door_-30_15_-22_35_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -33]
name: hybrid_-50_15_-22_10_20_80_30_420.png, overlap_score: 0.007287870900572618, pred: [-50, -36]
name: sedan2door_-30_45_-22_10_20_230_60_420.png, overlap_score: 203.89401888772298, pred: [-30, -34]
name: hatchback_-30_15_-22_35_15_20_30_420.png, overlap_score: 168.28435481054655, pred: [-30, -30]
