name: hatchback_-30_45_-36_10_15_20_30_420.png, overlap_score: 54.7167801641348, pred: [-30, -25]
name: hybrid_-17_45_-22_10_20_140_60_420.png, overlap_score: 3.225225225225225, pred: [-17, -23]
name: sedan4door_-50_45_-4_10_20_230_30_420.png, overlap_score: 0.0, pred: [-50, -22]
name: sedan4door_-50_15_-36_10_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: hatchback_-50_45_-4_10_15_230_30_420.png, overlap_score: 171.6740088105727, pred: [-50, -16]
name: hatchback_-50_15_-36_35_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -38]
name: sedan4door_-17_15_-4_35_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -15]
name: hybrid_-17_15_-36_35_15_20_30_420.png, overlap_score: 226.9203904224493, pred: [-17, -6]
name: suv_-30_15_-36_10_15_20_30_420.png, overlap_score: 145.75129784730393, pred: [-30, -19]
name: suv_-30_45_-36_10_15_230_60_420.png, overlap_score: 0.0, pred: [-30, -40]
name: sedan4door_-17_45_-36_35_20_230_60_420.png, overlap_score: 24.104910714285715, pred: [-17, -25]
name: hybrid_-30_45_-4_35_15_230_60_420.png, overlap_score: 0.0, pred: [-30, -38]
name: sedan4door_-50_45_-22_10_20_20_30_420.png, overlap_score: 4.000741619697419, pred: [-50, -36]
name: hybrid_-50_15_-4_10_20_20_30_420.png, overlap_score: 95.38850493653032, pred: [-50, -16]
name: suv_-30_15_-22_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -35]
name: sedan4door_-30_45_-36_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -32]
name: sedan2door_-50_15_-22_10_15_20_30_420.png, overlap_score: 0.13419673142152327, pred: [-50, -27]
name: sedan4door_-17_45_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -34]
name: sedan2door_-30_45_-22_35_20_80_30_420.png, overlap_score: 33.58874560375146, pred: [-30, -35]
name: sedan4door_-17_45_-36_35_20_140_60_420.png, overlap_score: 0.281134401972873, pred: [-17, -24]
name: hybrid_-17_45_-4_10_15_20_30_420.png, overlap_score: 134.67164861979563, pred: [-17, -10]
name: sedan2door_-30_15_-36_10_15_20_60_420.png, overlap_score: 0.0, pred: [-30, -23]
name: suv_-17_15_-4_10_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -12]
name: suv_-17_45_-36_10_20_140_30_420.png, overlap_score: 23.6, pred: [-17, 5]
name: hybrid_-50_15_-4_10_20_230_30_420.png, overlap_score: 31.02777777777778, pred: [-50, -9]
name: sedan4door_-30_15_-22_35_15_20_60_420.png, overlap_score: 0.0, pred: [-30, -36]
name: sedan2door_-30_15_-36_10_20_20_30_420.png, overlap_score: 135.6047504670403, pred: [-30, -19]
name: sedan4door_-30_15_-4_35_20_20_30_420.png, overlap_score: 88.4027128515595, pred: [-30, -28]
name: sedan2door_-50_45_-36_10_20_80_60_420.png, overlap_score: 0.0, pred: [-50, -45]
name: hatchback_-30_15_-4_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -30]
name: hybrid_-30_15_-4_35_20_80_60_420.png, overlap_score: 0.03989071038251366, pred: [-30, -32]
name: hybrid_-30_15_-22_10_15_80_60_420.png, overlap_score: 0.07431693989071038, pred: [-30, -31]
name: hatchback_-17_45_-22_35_20_80_60_420.png, overlap_score: 19.81516375056079, pred: [-17, -19]
name: sedan4door_-17_15_-4_10_15_80_60_420.png, overlap_score: 2.4627418690819267, pred: [-17, -18]
name: sedan2door_-17_15_-22_10_20_80_60_420.png, overlap_score: 7.754657293497364, pred: [-17, -18]
name: sedan4door_-17_15_-36_10_15_80_60_420.png, overlap_score: 61.87649238369699, pred: [-17, -15]
name: hatchback_-30_15_-36_10_15_230_60_420.png, overlap_score: 0.0, pred: [-30, -34]
name: suv_-17_15_-4_35_20_80_30_420.png, overlap_score: 219.80238183848158, pred: [-17, -16]
name: hybrid_-17_15_-4_10_15_20_60_420.png, overlap_score: 55.27706775982638, pred: [-17, -16]
name: sedan2door_-50_15_-22_10_20_80_60_420.png, overlap_score: 0.0, pred: [-50, -46]
name: hybrid_-30_45_-22_10_20_20_60_420.png, overlap_score: 8.521155459666787, pred: [-30, -29]
name: hybrid_-17_45_-22_10_15_80_60_420.png, overlap_score: 55.90327220424308, pred: [-17, -14]
name: sedan4door_-50_45_-22_35_15_20_60_420.png, overlap_score: 0.0, pred: [-50, -36]
name: sedan4door_-17_15_-22_10_20_20_60_420.png, overlap_score: 0.0, pred: [-17, -33]
name: sedan2door_-50_45_-4_10_15_140_60_420.png, overlap_score: 0.0, pred: [-50, -46]
name: suv_-30_15_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -27]
name: sedan4door_-50_15_-4_35_15_20_30_420.png, overlap_score: 54.98131118362504, pred: [-50, -36]
name: sedan4door_-50_45_-4_35_15_20_60_420.png, overlap_score: 0.10320394331484904, pred: [-50, -37]
name: sedan2door_-17_15_-22_35_20_140_60_420.png, overlap_score: 0.0, pred: [-17, -12]
name: sedan2door_-17_45_-4_35_15_80_30_420.png, overlap_score: 223.55271695052716, pred: [-17, -23]
name: hatchback_-50_45_-4_35_20_80_60_420.png, overlap_score: 0.0, pred: [-50, -43]
name: sedan4door_-30_45_-22_10_15_140_60_420.png, overlap_score: 0.0067226890756302525, pred: [-30, -46]
name: hybrid_-50_45_-36_35_20_140_30_420.png, overlap_score: 41.51063829787234, pred: [-50, -23]
name: sedan4door_-17_15_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -27]
name: sedan2door_-17_15_-4_35_15_20_60_420.png, overlap_score: 217.8674922600619, pred: [-17, -15]
name: hybrid_-30_15_-4_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -12]
name: suv_-50_15_-36_10_20_230_30_420.png, overlap_score: 158.5296803652968, pred: [-50, -15]
name: hybrid_-17_15_-4_35_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -14]
name: sedan2door_-17_15_-22_10_20_80_30_420.png, overlap_score: 137.42741281427413, pred: [-17, -20]
name: hybrid_-30_15_-4_10_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -17]
name: hybrid_-50_15_-4_35_20_80_60_420.png, overlap_score: 0.0, pred: [-50, -35]
name: sedan2door_-17_45_-4_10_15_230_60_420.png, overlap_score: 2.672463768115942, pred: [-17, -7]
name: suv_-30_15_-36_35_15_20_30_420.png, overlap_score: 208.97321243164672, pred: [-30, -15]
name: suv_-30_45_-36_35_15_80_30_420.png, overlap_score: 0.0, pred: [-30, -32]
name: sedan2door_-50_45_-4_10_15_230_60_420.png, overlap_score: 0.0, pred: [-50, -29]
name: sedan4door_-17_45_-22_10_20_80_60_420.png, overlap_score: 93.10580485796625, pred: [-17, -15]
name: suv_-30_45_-36_35_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -16]
name: sedan2door_-17_45_-4_35_15_80_60_420.png, overlap_score: 139.62952548330404, pred: [-17, -19]
name: sedan2door_-50_45_-36_10_15_230_60_420.png, overlap_score: 0.0, pred: [-50, -29]
name: suv_-30_45_-36_10_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -32]
name: sedan2door_-50_45_-36_10_15_140_60_420.png, overlap_score: 0.0013377926421404682, pred: [-50, -45]
name: sedan2door_-17_15_-22_35_20_80_30_420.png, overlap_score: 195.33657745336578, pred: [-17, -21]
name: hybrid_-30_15_-4_10_15_230_60_420.png, overlap_score: 0.0, pred: [-30, -36]
name: hatchback_-17_15_-36_10_20_230_30_420.png, overlap_score: 123.89285714285714, pred: [-17, -8]
name: sedan4door_-30_45_-36_10_20_20_60_420.png, overlap_score: 2.9404659188955997, pred: [-30, -33]
name: sedan2door_-50_15_-22_10_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -44]
name: sedan4door_-30_45_-22_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -46]
name: suv_-17_15_-36_10_20_80_30_420.png, overlap_score: 156.79419426870115, pred: [-17, -13]
name: suv_-17_15_-36_35_20_20_60_420.png, overlap_score: 125.26547783498681, pred: [-17, -30]
name: sedan2door_-30_45_-22_35_15_230_30_420.png, overlap_score: None, pred: [-30, -6]
name: sedan2door_-30_45_-22_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -36]
name: sedan4door_-17_15_-4_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -10]
name: hybrid_-30_15_-36_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -30]
name: hybrid_-30_15_-36_10_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -17]
name: hatchback_-50_15_-36_35_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -44]
name: suv_-30_45_-36_10_20_20_60_420.png, overlap_score: 3.095431472081218, pred: [-30, -31]
name: suv_-50_45_-36_35_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -40]
name: sedan4door_-50_15_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -37]
name: hatchback_-17_15_-22_35_20_80_60_420.png, overlap_score: 49.02018842530283, pred: [-17, -19]
name: hatchback_-17_45_-4_35_20_20_30_420.png, overlap_score: 70.48958815363258, pred: [-17, -25]
name: suv_-30_45_-36_10_15_140_60_420.png, overlap_score: 0.0, pred: [-30, -44]
name: hybrid_-30_15_-22_10_15_20_60_420.png, overlap_score: 0.8594030924128011, pred: [-30, -26]
name: hatchback_-50_15_-22_10_15_20_30_420.png, overlap_score: 35.15679077084426, pred: [-50, -24]
name: sedan2door_-30_15_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -29]
name: hatchback_-50_45_-36_35_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -35]
name: hatchback_-17_45_-36_35_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -27]
name: suv_-50_45_-36_35_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -40]
name: hybrid_-50_45_-36_10_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -36]
name: sedan2door_-50_45_-4_10_15_20_60_420.png, overlap_score: 0.0, pred: [-50, -29]
name: sedan2door_-17_15_-4_35_15_20_30_420.png, overlap_score: 137.875055285272, pred: [-17, -13]
name: sedan4door_-50_15_-36_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -42]
name: sedan4door_-50_15_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -43]
name: hybrid_-30_15_-4_10_15_20_30_420.png, overlap_score: 253.18157857244623, pred: [-30, -2]
name: hybrid_-50_15_-22_35_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -34]
name: sedan4door_-17_45_-4_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -27]
name: sedan4door_-50_15_-22_10_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: hatchback_-17_45_-36_35_15_230_30_420.png, overlap_score: 253.28571428571428, pred: [-17, -14]
name: sedan2door_-50_45_-22_10_15_20_30_420.png, overlap_score: 16.35646006783842, pred: [-50, -28]
name: hatchback_-17_15_-4_10_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -39]
name: hybrid_-50_45_-4_10_20_140_60_420.png, overlap_score: 0.5883575883575883, pred: [-50, -52]
name: sedan2door_-30_45_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -22]
name: suv_-50_45_-4_10_20_20_30_420.png, overlap_score: 0.6482711400205409, pred: [-50, -36]
name: suv_-50_15_-22_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -36]
name: sedan2door_-30_45_-36_10_20_80_60_420.png, overlap_score: 1.0553802008608322, pred: [-30, -34]
name: hatchback_-30_15_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -39]
name: hatchback_-17_45_-36_35_15_80_30_420.png, overlap_score: 115.64254192409533, pred: [-17, -17]
name: sedan4door_-30_45_-4_35_20_80_60_420.png, overlap_score: 0.0, pred: [-30, -29]
name: sedan2door_-17_15_-22_35_15_230_30_420.png, overlap_score: None, pred: [-17, -4]
name: sedan2door_-30_15_-22_35_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -28]
name: hybrid_-50_15_-22_10_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -33]
name: sedan2door_-30_45_-22_10_20_230_60_420.png, overlap_score: 1.6967471143756558, pred: [-30, -17]
name: hatchback_-30_15_-22_35_15_20_30_420.png, overlap_score: 138.25964728479133, pred: [-30, -18]
name: sedan4door_-17_45_-36_35_20_20_60_420.png, overlap_score: 81.02373759171343, pred: [-17, -23]
name: hybrid_-17_15_-22_10_20_80_60_420.png, overlap_score: 55.34555915138439, pred: [-17, -14]
name: suv_-17_45_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -16]
name: sedan4door_-50_15_-36_35_20_230_30_420.png, overlap_score: 0.0, pred: [-50, -37]
name: sedan4door_-30_45_-36_35_20_20_30_420.png, overlap_score: 105.31826193578053, pred: [-30, -29]
